area_scaling_factor,vdd_vpp_scaling_factor,tRCD(ns),tCL(ns),tRAS(ns),tRP(ns),tRC(ns),tRL(ns),tRTP(ns),tCCD(ns),tWR(ns),tRFC(ns),subarray_height(um),subarray_width(um),tile_heigh(um),tile_width(um),bank_height(um),bank_width(um),channel_height(um),channel_width(um),channel_area(mm^2),idd0(ma),ipp0(ma),idd1(ma),ipp1(ma),idd2n(ma),idd3n(ma),ipp3n(ma),idd4r(ma),idd4w(ma)
1.96,2.00,1.6813400596980765,1.0520595351916666,1.4555536493309154,3.600847225581269,2.238836567898641,1.0520595351916666,1.0513367208845084,1.0465816978132247,0.757041790652374,133.908,68.688,101.65,1694.82,1224.8,1819.82,2699.61,7504.3,10798.4,81.0347,1.0710173415689428,1.0066873611395617,1.0692999006841513,1.0066873611395617,1.0,1.0,1.0,2.043243617242095,2.043243617242095
2.56,0.50,2.161127587949762,1.0794967734347947,1.7728787804519388,4.667251939871702,2.829663083943096,1.0794967734347947,1.077483849551873,1.0703052102066881,0.7615710034775751,149.706,77.072,115.458,1887.66,1390.49,2012.66,3030.98,8275.62,12123.9,100.333,0.806564465514506,0.8866205505570174,0.7140035346709638,0.8866205505570174,1.0,1.0,1.0,0.8395782882446552,0.8395782882446552
2.56,0.83,2.161127587949762,1.0794967734347947,1.7728787804519388,4.667251939871702,2.829663083943096,1.0794967734347947,1.077483849551873,1.0703052102066881,0.7615710034775751,149.706,77.072,115.458,1887.66,1390.49,2012.66,3030.98,8275.62,12123.9,100.333,0.8583256471828354,0.9081890235255187,0.7823301842762441,0.9081890235255187,1.0,1.0,1.0,1.152079153117,1.152079153117
2.56,1.00,2.161127587949762,1.0794967734347947,1.7728787804519388,4.667251939871702,2.829663083943096,1.0794967734347947,1.077483849551873,1.0703052102066881,0.7615710034775751,149.706,77.072,115.458,1887.66,1390.49,2012.66,3030.98,8275.62,12123.9,100.333,0.8842075825331221,0.9189732600097695,0.816491297144614,0.9189732600097695,1.0,1.0,1.0,1.3083356396595864,1.3083356396595864
2.56,1.40,2.161127587949762,1.0794967734347947,1.7728787804519388,4.667251939871702,2.829663083943096,1.0794967734347947,1.077483849551873,1.0703052102066881,0.7615710034775751,149.706,77.072,115.458,1887.66,1390.49,2012.66,3030.98,8275.62,12123.9,100.333,0.9463215383415662,0.9448592093030584,0.8984810647366803,0.9448592093030584,1.0,1.0,1.0,1.6833442883830347,1.6833442883830347
2.56,2.00,2.161127587949762,1.0794967734347947,1.7728787804519388,4.667251939871702,2.829663083943096,1.0794967734347947,1.077483849551873,1.0703052102066881,0.7615710034775751,149.706,77.072,115.458,1887.66,1390.49,2012.66,3030.98,8275.62,12123.9,100.333,1.0394938165703544,0.9836818303578463,1.0214668220919148,0.9836818303578463,1.0,1.0,1.0,2.245848612744759,2.245848612744759
3.24,0.50,2.704399156979239,1.10786724366611,2.131096514876722,5.8754540040251735,3.498228088397188,1.10786724366611,1.1039476036054439,1.094320640133448,0.7661539932360568,167.603,85.456,129.265,2080.49,1556.18,2205.49,3362.36,9046.95,13449.4,121.676,0.7998553300652629,0.8822337424956272,0.7025700464285003,0.8822337424956272,1.0,1.0,1.0,0.8925309624299453,0.8925309624299453
3.24,0.83,2.704399156979239,1.10786724366611,2.131096514876722,5.8754540040251735,3.498228088397188,1.10786724366611,1.1039476036054439,1.094320640133448,0.7661539932360568,167.603,85.456,129.265,2080.49,1556.18,2205.49,3362.36,9046.95,13449.4,121.676,0.8471473401437557,0.9008776767565353,0.7646192265750632,0.9008776767565353,1.0,1.0,1.0,1.2383069258977375,1.2383069258977375
3.24,1.00,2.704399156979239,1.10786724366611,2.131096514876722,5.8754540040251735,3.498228088397188,1.10786724366611,1.1039476036054439,1.094320640133448,0.7661539932360568,167.603,85.456,129.265,2080.49,1556.18,2205.49,3362.36,9046.95,13449.4,121.676,0.87079200066688,0.9101996438869892,0.7956438166483445,0.9101996438869892,1.0,1.0,1.0,1.4111862589081852,1.4111862589081852
3.24,1.40,2.704399156979239,1.10786724366611,2.131096514876722,5.8754540040251735,3.498228088397188,1.10786724366611,1.1039476036054439,1.094320640133448,0.7661539932360568,167.603,85.456,129.265,2080.49,1556.18,2205.49,3362.36,9046.95,13449.4,121.676,0.9275413371481737,0.9325717347115642,0.8701019480505118,0.9325717347115642,1.0,1.0,1.0,1.8261087663460873,1.8261087663460873
3.24,2.00,2.704399156979239,1.10786724366611,2.131096514876722,5.8754540040251735,3.498228088397188,1.10786724366611,1.1039476036054439,1.094320640133448,0.7661539932360568,167.603,85.456,129.265,2080.49,1556.18,2205.49,3362.36,9046.95,13449.4,121.676,1.0126653418701144,0.966131446669713,0.9817891451537627,0.966131446669713,1.0,1.0,1.0,2.448496851864665,2.448496851864665
4.00,0.50,3.3111452303525617,1.1371818354070613,2.5302191069065243,7.225464072286924,4.2445354712973655,1.1371818354070613,1.130733089906289,1.1186175619673158,0.7707927516660891,187.598,93.84,143.072,2273.32,1721.86,2398.32,3693.73,9818.28,14774.9,145.064,0.7937512268709614,0.8786600066180295,0.6925743154616417,0.8786600066180295,1.0,1.0,1.0,0.9455303397218571,0.9455303397218571
4.00,0.83,3.3111452303525617,1.1371818354070613,2.5302191069065243,7.225464072286924,4.2445354712973655,1.1371818354070613,1.130733089906289,1.1186175619673158,0.7707927516660891,187.598,93.84,143.072,2273.32,1721.86,2398.32,3693.73,9818.28,14774.9,145.064,0.8369720421317572,0.8949214502938719,0.7490096064305354,0.8949214502938719,1.0,1.0,1.0,1.3245606448488205,1.3245606448488205
4.00,1.00,3.3111452303525617,1.1371818354070613,2.5302191069065243,7.225464072286924,4.2445354712973655,1.1371818354070613,1.130733089906289,1.1186175619673158,0.7707927516660891,187.598,93.84,143.072,2273.32,1721.86,2398.32,3693.73,9818.28,14774.9,145.064,0.858581105246033,0.9030521721317933,0.7772250399807119,0.9030521721317933,1.0,1.0,1.0,1.514080121774026,1.514080121774026
4.00,1.40,3.3111452303525617,1.1371818354070613,2.5302191069065243,7.225464072286924,4.2445354712973655,1.1371818354070613,1.130733089906289,1.1186175619673158,0.7707927516660891,187.598,93.84,143.072,2273.32,1721.86,2398.32,3693.73,9818.28,14774.9,145.064,0.9104444701396415,0.9225659045428044,0.844945619595968,0.9225659045428044,1.0,1.0,1.0,1.968916487926382,1.968916487926382
4.00,2.00,3.3111452303525617,1.1371818354070613,2.5302191069065243,7.225464072286924,4.2445354712973655,1.1371818354070613,1.130733089906289,1.1186175619673158,0.7707927516660891,187.598,93.84,143.072,2273.32,1721.86,2398.32,3693.73,9818.28,14774.9,145.064,0.9882408619961762,0.9518365031593211,0.9465264890188524,0.9518365031593211,1.0,1.0,1.0,2.6511796858783647,2.6511796858783647
